10001720	jewellery craft supply	Includes any products that may be described/observed as Jewellery Craft Supplies, where the user of the schema is not able to classify the products in existing bricks within the schema. Excludes all currently classified Jewellery Craft Supplies. Other (GPC brick)
10001719	jewellery craft supply	Includes any products that can be described/observed as two or more distinct Jewellery Craft Supplies products sold together, which exist within the schema belonging to different bricks but to the same class, that is, two or more products contained within the same pack, which cross bricks within the Jewellery Craft Supplies class. Includes products such as Beads sold with Necklace Fittings. Items received free with purchases should be removed from the classification decision-making process. Excludes products such as Jewellery Craft Supplies sold with Instruction Books. Variety Packs (GPC brick)
70010600	basketry craft supply	 (GPC class)
10001723	basketry craft accessory	Includes any products that may be described/observed as items that facilitate the craft of making baskets. Includes products such as Basket Handles, Basket Bases and Basket Hoops. Excludes products such as Basketry Craft Materials and Basketry Tools. (GPC brick)
10001721	basketry craft material	Includes any products that may be described/observed as materials that are specifically designed for use in the craft of making baskets. Includes products such as Cane, Raffia, Paper Rope and Sea Grass. Excludes products such as Basket Hoops, Basket Bases and Basket Handles. (GPC brick)
10001725	basketry craft supply	Includes any products that may be described/observed as Basketry Craft Supplies products, where the user of the schema is not able to classify the products in existing bricks within the schema. Excludes all currently classified Basketry Craft Supplies. Other (GPC brick)
10001724	basketry craft supply	Includes any products that can be described/observed as two or more distinct Basketry Craft Supplies products sold together, which exist within the schema belonging to different bricks but to the same class, that is, two or more products contained within the same pack, which cross bricks within the Basketry Craft Supplies class. Includes products such as Basketry Craft Materials sold with Basketry Craft Accessories. Items received free with purchases should be removed from the classification decision-making process. Excludes products such as Basketry Craft Tools sold with any other Craft Tools. Variety Packs (GPC brick)
10001722	basketry craft tool (non powered)	Includes any products that may be described/observed as non-powered tools specifically designed for the craft of making baskets. Includes products such as Basketry Weaving Tools, Basketry Clamps and Basketry Self-Locking Ties. Specifically excludes DIY Tools. Excludes all Craft Tools not specifically designed for Basketry Craft. (GPC brick)
70010700	paper/card making craft supply	 (GPC class)
10001726	paper craft tool (non powered)	Includes any products that may be described/observed as a non-powered tool specifically designed for use in paper craft. Includes products such as Paper Crimpers. Excludes products such as Stationery Scissors. (GPC brick)
10001730	paper craft/card making supply	Includes any products that may be described/observed as Paper Craft and Card Making Supplies products, where the user of the schema is not able to classify the products in existing bricks within the schema. Excludes all currently classified Paper Craft and Card Making Supplies products. Other (GPC brick)
10001729	paper craft/card making supply	Includes any products that can be described/observed as two or more distinct Paper Craft and Card Making Supplies products sold together, which exist within the schema belonging to different bricks but to the same class, that is, two or more products contained within the same pack, which cross bricks within the Paper Craft and Card Making Supplies class. Includes products such as Paper Craft Quilling Strip sold with a Quilling Tool. Items received free with purchases should be removed from the classification decision-making process. Excludes products such as Card sold with Paper Craft and Card Making Supplies. Variety Packs (GPC brick)
10001727	paper/card making craft accessory	Includes any products that may be described/observed as an item designed to facilitate or enhance the craft of making paper or card or manually constructing a greeting card. Includes products such as Music Button Greeting Card Inserts and Quilling Strips. Excludes products such as industrially manufactured Paper. (GPC brick)
70010800	glasswork/enamelling/marquetry craft supply	 (GPC class)
10001732	glasswork craft tool (powered)	Includes any products that may be described/observed as a powered tool for use in glasswork craft. Includes products such as Glass Burners. Excludes products such as Sculpture/Pottery Kilns. (GPC brick)
10001731	glasswork/enamelling/marquetry craft material	Includes any products that may be described/observed as materials for use in the craft of glasswork, enamelling or marquetry. Includes products such as Glass Shapes and Inlay Marquetry Strips. Excludes products such as Glasswork Tools and Sculpting Materials. (GPC brick)
10001735	glasswork/enamelling/marquetry craft supply	Includes any products that may be described/observed as Glasswork/Enamelling/Marquetry Craft Supplies, where the user of the schema is not able to classify the products in existing bricks within the schema. Excludes all currently classified Glassworks/Enamelling/Marquetry Craft Supplies. Other (GPC brick)
10001734	glasswork/enamelling/marquetry craft supply	Includes any products that can be described/observed as two or more distinct Glasswork/Enamelling/Marquetry Craft Supplies products sold together, which exist within the schema belonging to different bricks but to the same class, that is, two or more products contained within the same pack, which cross bricks within the Glasswork/Enamelling/Marquetry Craft Supplies class. Includes products such as Glass Shapes sold with a Glass Burner. Items received free with purchases should be removed from the classification decision-making process. Excludes products such as Glasswork Craft Tools sold with Tools intended for other crafts. Variety Packs (GPC brick)
70010900	candle/soap craft supply	 (GPC class)
10001736	candle/soap craft material	Includes any products that may be described/observed as materials specifically intended for crafting candles or soap. Includes products such as Honeycomb Sheets, Beeswax and Soap Cubes. Excludes products such as Candle and Soap Moulds as well as ready-made Candles and Soap. (GPC brick)
10001737	candle/soap craft mould	Includes any products that may be described/observed as a cavity into which liquid soap or candle materials are placed to cool to give them a particular shape or form and used in the craft of making candles or soap. Excludes products such as Kitchen Moulds and Sculpting Moulds. (GPC brick)
10001741	candle/soap craft supply	Includes any products that may be described/observed as Candle/Soap Craft Supplies, where the user of the schema is not able to classify the products in existing bricks within the schema. Excludes all currently classified Candle/Soap Craft Supplies. Other (GPC brick)
10001740	candle/soap craft supply	Includes any products that can be described/observed as two or more distinct Candle/Soap Craft Supplies products sold together, which exist within the schema belonging to different bricks but to the same class, that is, two or more products contained within the same pack, which cross bricks within the Candle/Soap Craft Supplies class. Includes products such as Beeswax sold with Moulds. Items received free with purchases should be removed from the classification decision-making process. Excludes products such as Candle/Soap Craft Tools sold with other Craft Tools. Variety Packs (GPC brick)
10001738	candle/soap craft tool (non powered)	Includes any products that may be described/observed as a non-powered tool specifically designed for crafting candles and/or soap. Includes products such as Melting Pots, Mould Bases and Mould Clamps. Excludes products such as powered Candle/Soap Craft Tools. (GPC brick)
10001739	candle/soap craft tool (powered)	Includes any products that may be described/observed as a powered tool specifically designed for crafting candles and/or soap. Includes products such as powered Melters. Excludes products such as non-powered Candle/Soap Craft Tools. (GPC brick)
70011000	wood burning/engraving craft supply	 (GPC class)
10001744	wood burning/engraving craft - replacement parts/accessory	Includes any products that may be described/observed as a replacement part or accessory for Wood Burning and Engraving Craft Tools. Excludes products such as complete Wood Burning and Engraving tools. (GPC brick)
10001746	wood burning/engraving craft supply	Includes any products that may be described/observed as Wood Burning/Engraving Craft Supplies, where the user of the schema is not able to classify the products in existing bricks within the schema. Excludes all currently classified Wood Burning/Engraving Craft Supplies. Other (GPC brick)
10001743	wood burning/engraving craft tool (non powered)	Includes any products that may be described/observed as a non-powered tool specifically designed for the craft of wood burning or engraving. Includes products such as a non-powered Wood Burning Branding Iron and an Engraving Chisel. Excludes products such as powered Wood Burning and Engraving Tools. (GPC brick)
10001742	wood burning/engraving craft tool (powered)	Includes any products that may be described/observed as a powered tool specifically designed for the craft of burning wood or engraving. Includes products such as powered Wood Burners and powered Engravers. Excludes products such as non-powered Wood Burning and Engraving Tools. (GPC brick)
70011100	printing craft supply	 (GPC class)
10001753	printing craft supply	Includes any products that may be described/observed as Printing Craft Supplies, where the user of the schema is not able to classify the products in existing bricks within the schema. Excludes all currently classified Printing Craft Supplies. Other (GPC brick)
10001752	printing craft supply	Includes any products that can be described/observed as two or more distinct Printing Craft Supplies sold together, which exist within the schema belonging to different bricks but to the same class, that is, two or more products contained within the same pack, which cross bricks within the Printing Craft Supplies class. Includes products such as Printing Craft Materials sold with Printing Craft Tools. Items received free with purchases should be removed from the classification decision-making process. Excludes products such as Printing Craft Tools and Pre-Printed Materials variety packs. Variety Packs (GPC brick)
10001748	printing craft tool	Includes any products that may be described/observed as tools specifically designed for use in the craft of printing. Includes products such as Barens, Rollers and Inking Plates. Excludes products such as Printing Presses. (GPC brick)
10001750	printing press (non powered)	Includes any products that may be described/observed as a non-powered device used in printing craft to press a design onto fabric or paper. Excludes products such as powered Printing Presses. (GPC brick)
10001749	printing press (powered)	Includes any products that may be described/observed as a powered device used in printing craft to press a design onto fabric or paper. Excludes products such as non-powered Printing Presses. (GPC brick)
70011200	spinning/weaving craft supply	 (GPC class)
10001757	spinning/weaving craft - replacement parts/accessory	Includes any products that may be described/observed as an accessory or replacement part for Spinning/Weaving Craft Supplies. Includes products such as Weaving Patterns and Loom Stands. Excludes products such as Weaving Yarn and Weaving Frames. (GPC brick)
10001758	spinning/weaving craft supply	Includes any products that may be described/observed as Spinning/Weaving Craft Supplies, where the user of the schema is not able to classify the products in existing bricks within the schema. Excludes all currently classified Spinning/Weaving Craft Supplies. Other (GPC brick)
10001759	spinning/weaving craft supply	Includes any products that may be described/observed as two or more distinct Spinning/Weaving Craft Supplies sold together, which exist within the schema belonging to different bricks but to the same class, that is, two or more products contained within the same pack, which cross bricks within the Spinning/Weaving Craft Supplies class. Includes products such as Weaving Looms and Weaving Yarn. Items received free with purchases should be removed from the classification decision-making process. Excludes products such as Wool Yarn and Knitting Needles. Variety Packs (GPC brick)
10001756	spinning/weaving fibres/yarn	Includes any products that may be described/observed as either fibres that can be spun into yarn, or already spun weaving yarn that is specifically designed to be used for woven crafts such as rug making. Includes products such as Wool Fibres that have not been spun and already spun Linen Yarn. Excludes products such as Needlework/Tapestry Threads, Weaving Frames and Patterns. (GPC brick)
10001755	spinning/weaving machine (non powered)	Includes any products that may be described/observed as a non-powered device specifically designed, in the case of Spinning Machines, to spin threads to craft yarn, or, in the case of Weaving Machines, to weave yarn to craft fabrics or rugs. Includes products such as Weaving Frames and Floor Looms. Excludes products such as powered Looms and Spinning Wheels. (GPC brick)
10001754	spinning/weaving machine (powered)	Includes any products that may be described/observed as a powered device specifically designed, in the case of Spinning Machines, to spin threads and thus craft yarn, or, in the case of Weaving Machines, to weave yarn to craft fabrics or rugs. Includes products such as an Electronic Loom and an Electronic Spinning Wheel. Excludes products such as non-powered Looms and Weaving Frames. (GPC brick)
70011300	arts/craft	 Variety Packs (GPC class)
10001760	arts/craft	Includes any products that may be described/observed as two or more distinct Arts and Crafts products sold together, which exist within the schema but belong to different classes, that is, two or more products contained within the same pack, which cross classes within the Arts and Crafts Family. Includes products such as Needlework Supplies sold with Beads. Items received free with purchases should be removed from the classification decision- making process. Excludes products such as Printmaking equipment sold with Airbrushing Supplies and Artists Supplies sold with Stationery. Variety Packs (GPC brick)
68000000	audio visual/photography	 (GPC segment)
68010000	audio visual equipment	 (GPC family)
68010100	television	 (GPC class)
10001401	television combination	Includes any products that can be described/observed as a combination of devices for electronic reproduction of television/video signals, and the playback of video cassettes/DVD's/HDD's and recording of television programmes and films onto them Includes products such as Televisions with in-built VCR players/recorders. Excludes products such as standard Televisions and Hand-Held Televisions. (GPC brick)
10001400	television	Includes any products that can be described/observed as a device specifically designed to receive and display television broadcasts by means of decoding the television signal and relaying the images/sound via a picture tube and built in speakers. They can also typically display signals received from video cassette and DVD players/recorders and camcorders. Includes products such as Plasma, LCD, CRT, Rear Projection and Front Projection Televisions. Specifically exclude integrated television, video cassette and or DVD combinations. Excludes products such as Hand-Held Televisions and any Television combinations. (GPC brick)
10001402	televisions - hand-held	Includes any products that can be described/observed as televisions that have been designed so they can be hand-held and used easily with one or two hands. Excludes products such as Car Monitors, Standard Televisions and Television Combinations. (GPC brick)
10001404	televisions - replacement parts/accessory	Includes any products that can be described/observed as replacement parts or accessories for Televisions. Excludes products such as Batteries and Plugs and all other Television products currently catered for within the Televisions class. (GPC brick)
10001405	television	Includes any products that can be described/observed as Televisions, where the user of the schema is not able to classify the products in existing bricks within the schema. Excludes all currently classified Television products as well as products such as Aerials and Remote Controls which can be found in the Video Recording/Playback/Receiving class. Other (GPC brick)
10001403	television	Includes any products that can be described/observed as two or more Television products sold together, which exist within the schema belonging to different bricks but to the same class, that is two or more products contained within the same pack which cross bricks within the Televisions class. Includes products such as Televisions and Hand-held Televisions sold together. Items that are received free with purchases should be removed from the classification decision-making process. Excludes products such as Television and Surround Sound Speakers Variety Packs. Variety Packs (GPC brick)
68010200	video recording/playback	 (GPC class)
10005808	audiogram	Includes any products that can be described/observed as an audio interface system that can transform any USB equipped computer into a complete and comprehensive recording studio. Includes products which can also deliver a wide range of simple solutions for recording performances and producing audio CD's for the growing number of musicians and Podcasters using the internet as a way to market their material. Excludes all other classified audio recorders. (GPC brick)
10001406	camcorder	Includes any products that can be described/observed as a handheld television camera specifically designed to capture or record moving images and sound onto a video cassette, DVD or electronic memory, and typically intended for domestic or recreational purposes. Excludes products such as DVD Players/Recorders, Video Players/Recorders and Video Hard Disc Recorders. (GPC brick)
10001408	combination players/recorder	Includes any products that can be described/observed as a combination of two or more different types of product for electronic playback and/or recording of television/video signals in a single unit. Includes products such as DVD and Video Cassette Players/Recorders and DVD and HDD Players/Recorders. Excludes products such as standard DVD Players/Recorders, standard Video Cassette Players/Recorders and standard Video Hard Disk Recorders. (GPC brick)
10001407	dvd players/recorder	Includes any products that can be described/observed as a device specifically designed to display/play the contents of a pre-recorded DVD onto a television or screen, and/or for recording televisions programs or other signals onto DVD. Specifically excludes television/DVD combinations. Excludes products such as Camcorders, Video Cassette Players/Recorders and Video Hard Disc Recorders. (GPC brick)
10005748	memory card recorder	Includes any products that can be described/observed as a portable digital recorder of TV, DVDs and videos directly onto memory cards. The video-out connection enables play back of videos on mobile phones, notebooks and other portable media players. Excludes products such as camcorders, DVD players/recorders and video cassette players/recorders. (GPC brick)
10001412	video cassette players/recorder	Includes any products that can be described/observed as a device specifically designed to show or display the contents of pre-recorded video cassettes on a television, and/or for recording televisions programs or other signals onto video cassette. Specifically excludes television/video combinations. Excludes products such as Camcorders, DVD Players/Recorders and Video Hard Disc Recorders. (GPC brick)
10001410	video hard disc recorder	Includes any products that can be described/observed as a device that can record television programmes/films on to hard disc and play back from the hard disc. Excludes products such as Camcorders, and DVD or Video Cassette Players/Recorders or any combination players. (GPC brick)
10001414	video recording/playback - replacement parts/accessory	Includes any products that can be described/observed as replacement parts or accessories for Video Recording/Playback products. Excludes products such as Batteries and Plugs and all other Video Recording/Playback products currently catered for within the Video Recording/Playback class, as well as Recording Media products such as blank Video Cassettes or Recordable DVD's. (GPC brick)
10001413	video recording/playback	Includes any products that can be described/observed as two or more distinct Video Recording/Playback products sold together, which exist within the schema belonging to different bricks but to the same class, that is two or more products contained within the same pack, which cross bricks within the Video Recording/Playback class. Includes products such as DVD Players and Camcorders sold together. Items that are received free with purchases should be removed from the classification decision-making process. Excludes products such as DVD player and pre-recorded DVD Variety packs. Variety Packs (GPC brick)
68010300	portable audio/video	 (GPC class)
10001424	clock radio	Includes any products that can be described/observed as a dual function electronic device combining a radio with a clock in a single unit. Typically the radio can be switched on by a clock at a particular time thereby providing an alarm function. Excludes products such as Radio-Recorders and Portable Radios, Clocks as well as Alarm Clocks. (GPC brick)
10001425	dictation machine	Includes any products that can be described/observed as a device that electronically records the words spoken by a person so that they can be played back. Includes products such as Dictaphones. Excludes products such as Radio-Recorders and Portable Cassette, MD, CD and MP3 Players. (GPC brick)
10001419	portable audio cassette player	Includes any products that can be described/observed as a portable device that plays back audio cassettes. Includes products such as a Walkman. Excludes products such as portable CD, MD and MP3 players, as well as Home Audio and Car Audio Cassette Players. (GPC brick)
10001427	portable audio/video - replacement parts/accessory	Includes any products that can be described/observed as a replacement part or an accessory for Portable Audio/Video products. Excludes products such as Batteries and Plugs and all other Portable Audio/Video Products currently catered for within the Portable Audio class, as well as Recording Media products such as Blank Audio/Video Cassettes. (GPC brick)
10001428	portable audio/video	Includes any products that can be described/observed as Portable Audio/Video products, where the user of the schema is not able to classify the products in existing bricks within the schema. Excludes all currently classified Portable Audio Products as well as Audio-Visual Accessories such as Headphones. Other (GPC brick)
10001426	portable audio/video	Includes any products that can be described/observed as two or more distinct Portable Audio/Video products sold together, which exist within the schema belonging to different bricks but to the same class, that is two or more products contained within the same pack which cross bricks within the Portable Audio/Video class. Includes products such as Portable DVD Players and MP3 Players sold together. Items that are received free with purchases should be removed from the classification decision-making process. Excludes products such as Dictation Machine and Blank Audio Cassette Variety Packs. Variety Packs (GPC brick)
10001416	portable cd player	Includes any products that can be described/observed as portable devices that playback CDs. Excludes products such as portable MD, MP3 and Cassette Players as well Home Audio and Car Audio CD Players. (GPC brick)
10001421	portable digital video player	Includes any products that can be described/observed as a portable video player able to play one or more computer video types such as MPEG1 and MPEG2. Excludes products such as Portable DVD Players. (GPC brick)
10001420	portable dvd player	Includes any products that can be described/observed as portable devices that playback DVDs. Specifically excludes DVD Players for home or car use. Excludes products such as portable Audio Equipment including portable CD, MD, MP3 and Cassette Players. (GPC brick)
10005765	portable fm (frequency modulation) transmitter	Includes any products that can be described/observed as a portable low powered FM (Frequency Modulation) transmitter specifically designed for interfacing with personal audio devices. The transmitter generally plugs into an audio output and converts the signal into an FM radio signal, which can then be transmitted to a car radio, a portable radio, a media player such as a CD player, or a satellite radio system. Excludes products such as fixed home audio receivers, tuners and portable radios. (GPC brick)
10001417	portable md player	Includes any products that can be described/observed as portable devices that playback mini-discs. Excludes products such as portable CD, MP3 and Cassette Players as well as Home Audio and Car Audio MD Players. (GPC brick)
10001418	portable mp3 player	Includes any products that can be described/observed as portable devices that playback MP3s. Excludes products such as portable CD, MD and Cassette Players, as well as Home Audio and Car Audio MP3 Players. (GPC brick)
10005807	portable pa (public address) music system	Includes any products that can be described/observed as an electronic amplification system with a mixer, amplifier and loudspeakers, used to reinforce both live music and recorded music. Excludes fixed public address systems and intercom systems. (GPC brick)
10001423	portable radio-recorder	Includes any products that can be described/observed as portable devices that playback/record radio signals. Products may also be able to play CDs or MP3s. Excludes products such as Portable Radios and Clock Radios. (GPC brick)
