20000057	if with diet/light claim	Indicates, with reference to the product branding, labelling or packaging, whether the product, makes claim to a diet/light preparation, typified by a reduced level of fat or sugar. (GPC attType)
20000060	type of dressing or dip	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type or variety of dressing or dip. (GPC attType)
20000061	edible state	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the state in which the product is purchased in relation to its required treatment in order to be made edible. (GPC attType)
20000064	type of extract/salt or meat tenderiser	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify the name of the principal food product from which the extract has been taken. (GPC attType)
20000065	type of edible animal fat	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of edible animal fat. (GPC attType)
20000066	type of edible vegetable/plant fat	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of edible vegetable or plant fat. (GPC attType)
20000067	type of fish	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type or variety of fish. (GPC attType)
20000069	type of flour	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify the particular type or variety of flour. (GPC attType)
20000072	type of fortified wine	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the manufacturer to identify the type of fortified wine. (GPC attType)
20000073	fresh or seawater farmed	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify the whether the product has been fresh or sea water farmed. (GPC attType)
20000075	type of fruit/nut/seed mix	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type or variety of fruit/nut and/or seed mix. (GPC attType)
20000076	type of fruit	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type or variety of fruit. (GPC attType)
20000079	gluten free claim	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the product does or does not contain gluten. (GPC attType)
20000081	grape variety	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular variety of grape, which is used in winemaking. (GPC attType)
20000084	herb/spice	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a whether the product is a herb, spice or combination. (GPC attType)
20000086	physical form or consistency of honey	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify the distinctive physical form or consistency in which honey products are produced ready for consumption. (GPC attType)
20000087	type of ice cream or ice novelty	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of ice-cream or ice novelty. (GPC attType)
20000090	if aromatic	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify whether or not the product formulation includes additional natural or artificial aroma. (GPC attType)
20000092	if with caffeine	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether or not the product contains caffeine. (GPC attType)
20000093	if carbonated	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether or not a beverage product is naturally effervescent or has been made effervescent by the addition of carbon dioxide gas. (GPC attType)
20000094	if coated	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether or not the product is coated. (GPC attType)
20000095	if condensed	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether or not the product is condensed (GPC attType)
20000097	if disposable	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether or not the product is intended to be disposed of after single use or a limited period of use. (GPC attType)
20000098	if flavoured or added ingredient	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether or not the product contents include flavouring or added ingredients. (GPC attType)
20000099	if from concentrate	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether or not the product claims to be made from a concentrated formulation. (GPC attType)
20000101	if herbal	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether or not the product contents are herbal. (GPC attType)
20000102	if in sauce	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether or not the product contains any sauce. (GPC attType)
20000103	if individually wrapped	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether or not the product is individually wrapped. (GPC attType)
20000104	if instant	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether or not the product is instant. (GPC attType)
20000106	if low calorie	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether or not the product has been produced or treated in such a way as to reduce its calorie content below that which is expected of conventional products. (GPC attType)
20000108	if part baked	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether or not the product is part baked and needs further cooking or baking. (GPC attType)
20000109	if pitted/stoned	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether or not a fruit or vegetable product has been de-stoned or pitted prior to being offered for sale. (GPC attType)
20000110	if salted	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether or not a product has been salted prior to being offered for sale. (GPC attType)
20000111	if shelled/peeled	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether or not the product or its contents have been shelled/peeled prior to being offered for sale. (GPC attType)
20000113	if with added milk	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether or not any form of milk has been added to the product contents. (GPC attType)
20000116	if with pulp	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether or not the product contains fruit or vegetable pulp. (GPC attType)
20000117	if with raising agent	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether or not the flour or starch product contains raising agents. (GPC attType)
20000118	type of jam/marmalade	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the manufacturer to identify a particular type of jam, and marmalade product. (GPC attType)
20000120	type of juice	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type or variety of juice. (GPC attType)
20000121	length of cigarette	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to indicate the whole length of the product, which may or may not include a filter dependent on the type of cigarette. (GPC attType)
20000122	level of alcohol claim	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify the level of alcohol that is contained within the product. (GPC attType)
20000123	level of fat claim	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the level of fat contained within the product. (GPC attType)
20000124	level of salt/sodium claim	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to describe the level of salt/sodium that is contained within the product. (GPC attType)
20000125	level of sugar/sweetener claim	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to describe the level of sugar/sweetener that is contained within the product. (GPC attType)
20000126	type of liqueur	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the manufacturer to identify a particular type of liqueur. (GPC attType)
20000128	manufacturers treatment/cooking process	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to describe the type of manufacturers treatment/cooking process the product has undergone. (GPC attType)
20000131	type of meat	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type or variety of meat, poultry, game or batrachian. (GPC attType)
20000134	method of cooking/reheating	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the method of heating or cooking the product. (GPC attType)
20000136	type of water	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type or variety of water. (GPC attType)
20000137	if with new harvest claim	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether a product has been harvested at an early stage of development. (GPC attType)
20000138	type of nut/seed	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type or variety of nut or seed. (GPC attType)
20000140	type of edible vegetable or plant oil	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type or variety of edible vegetable or plant oil. (GPC attType)
20000141	type of olive	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type or variety of Olive. (GPC attType)
20000142	if organic	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify the presence of an industry recognized "organic" certification upon the product labelling or packaging. (GPC attType)
20000143	type of pasta or noodle	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of pasta or noodle. (GPC attType)
20000144	type of pate	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type or variety of pate. (GPC attType)
20000146	type of pickled vegetable	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type or variety of pickled vegetables. (GPC attType)
20000147	type of sweet pie or pastry	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of pie or pastry product. (GPC attType)
20000148	variety of popcorn	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the popcorn variety. (GPC attType)
20000149	preserving/storing substance	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type or variety of preserving/storing substance. (GPC attType)
20000151	production method	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify the if the husbandry practice is used in producing the eggs. (GPC attType)
20000152	recipe of food product	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify the name of the recipe which is made as a result of a combination of specific ingredients. (GPC attType)
20000153	refrigeration claim	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify whether or not the product requires refrigeration. (GPC attType)
20000155	roast of coffee	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to describe the degree to which the coffee has been roasted. (GPC attType)
20000156	type of sandwich/filled roll/wrap	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify a type of sandwich, filled roll or wrap. (GPC attType)
20000157	type of dipping sauce/condiment/savoury topping/savoury spread or marinade	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type or variety of dipping sauce, spread, condiment or marinade. (GPC attType)
20000158	type of savoury pie/pastry/pizza or quiche	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of savoury pie, pizza, quiche or pastry product. (GPC attType)
20000159	savoury/sweet	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the product is savoury or sweet. (GPC attType)
20000160	type of shellfish	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type or variety of shellfish. (GPC attType)
20000163	source	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the source of the product. (GPC attType)
20000164	type of sparkling wine	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the manufacturer to identify a particular type of sparkling wine. (GPC attType)
20000165	special occasion claim	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the product is intended to be consumed for a special occasion. (GPC attType)
20000166	type of spirit	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the manufacturer to identify a particular type of spirit. (GPC attType)
20000167	type of sports drink	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type or variety of sports drink specifically designed to rehydrate the body. (GPC attType)
20000168	stage of baby/infant food/drink	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the precise age or the age range of the infant/baby for which the food or drink is suitable. (GPC attType)
20000169	strength of tobacco	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify the strength of the tobacco product. (GPC attType)
20000170	style of beer	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the manufacturer to identify a particular style of beer. (GPC attType)
20000172	type of sugar/sugar substitute	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type or variety of sugar or sugar substitute. (GPC attType)
20000173	type of sugar candy/sugar candy substitute confectionery	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type or variety of sugar candy or sugar candy substitute. (GPC attType)
20000174	sugar level claim	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to describe the level of sugar that is contained within the product. (GPC attType)
20000175	suitability for vegetarians/vegans claim	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the product is suitable for Vegetarians and/or Vegans. (GPC attType)
20000177	sweetness of sparkling wine	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the manufacturer to identify a specific level of sweetness of sparkling wine. (GPC attType)
20000178	type of syrup/treacle/molass	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type or variety of Syrup, Treacle or Molasses. (GPC attType)
20000179	variety of fruit herbal infusion	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular variety of fruit herbal infusion. (GPC attType)
20000182	variety of tea	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular variety of tea. (GPC attType)
20000183	variety of ready to drink tea	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular variety of ready to drink tea. (GPC attType)
20000185	type of tobacco	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type or variety of tobacco. (GPC attType)
20000187	treatment of food/beverage	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the manufacturer to identify the method by which a food or beverage product has been treated so as to extend its consumable life. (GPC attType)
20000189	type of alcoholic beverage content	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the manufacturer to identify a particular type of alcoholic beverage contained in a product. (GPC attType)
20000190	type of bread	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the manufacturer to identify the type of bread product. (GPC attType)
20000191	type of cereal/grain	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify the particular type or variety of cereal or grain. (GPC attType)
20000192	firmness of cheese	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the manufacturer to identify the firmness of the cheese product. (GPC attType)
20000193	type of chocolate	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type or variety of chocolate. (GPC attType)
20000194	type of coating/filling	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type or variety of coating/filling which has been added to the product. (GPC attType)
20000196	type of creamer/whitener	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type or variety of creamer or whitener. (GPC attType)
20000201	type of herb/spice	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type or variety of Herb or Spice. (GPC attType)
20000202	type of honey	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the manufacturer to identify a particular type of honey. (GPC attType)
20000204	type of flavour	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of Flavour the product has. (GPC attType)
20000205	type of tea	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type of tea. (GPC attType)
20000209	type of vegetable	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the manufacturer to identify the type or variety of vegetable. (GPC attType)
20000211	type of vinegar	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type or variety of vinegar. (GPC attType)
20000212	type of still wine	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the manufacturer to identify a particular type of still wine. (GPC attType)
20000214	type of yogurt	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the manufacturer to identify the type of a yogurt. (GPC attType)
20000215	flavour of tobacco products/smoking accessory	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to indicate the flavouring of the tobacco product. (GPC attType)
20000217	colour of wine	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to indicate the Colour of wine. (GPC attType)
20000218	if bottled at source	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify whether or not the product has been bottled at its source. (GPC attType)
20000219	style of fortified wine	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the manufacturer to identify a particular style of fortified wine. (GPC attType)
20000221	type of smoking accessory	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type or variety of smoking accessory . (GPC attType)
20000222	target use of tobacco accessory	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify a specific target use for which the tobacco accessory product is designed to provide a particular purpose or satisfaction. (GPC attType)
20000223	method of production	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the manufacturer to identify the method by which a beverage product has been treated so as to add carbonation. (GPC attType)
20000224	if decaffeinated	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether or not the product is decaffeinated. (GPC attType)
20000225	if with automatic heating facility	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether or not the product or product packaging is equipped with a mechanism or device that is designed to heat the product without any requirement for an external heat source. (GPC attType)
20000227	type of dairy based drink	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify a particular type of a dairy based drink. (GPC attType)
20000228	type of chocolate/cocoa/malt	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the particular type or variety of chocolate, cocoa and malt. (GPC attType)
20000229	if with fruit	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether or not the product contains fruit. (GPC attType)
20000230	type of stimulants/energy drink	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify a particular type or variety of stimulant/energy drink. (GPC attType)
20000232	differentiating ingredient	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the ingredient(s) which differentiate the types of products. (GPC attType)
20000233	if vintage	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the manufacturer to identify whether the product makes claim to being 'vintage'. (GPC attType)
20000234	part of egg	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the part of the egg product is a yolk or egg white or mixe of both. (GPC attType)
20000237	style of spirit	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the manufacturer to identify a particular style of spirit. (GPC attType)
20000239	if flavoured	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether or not the product is flavoured. (GPC attType)
20000240	if cream liqueur	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the manufacturer to identify if a liqueur has a cream base. (GPC attType)
20000241	reheating claim	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether a food product which is ready to eat can be reheated if required prior to consumption. (GPC attType)
20000242	added flavouring	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify one or more specific added flavours. (GPC attType)
20000244	fish/shellfish cut/shape	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the distinctive physical form in which a portion of fish or shellfish is sold ready for consumption. (GPC attType)
20000245	if with probiotic claim	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the product contain probiotic supplements, that is helpful bacteria that assist in balancing the levels of indigenous microorganisms in the human body. (GPC attType)
20000246	part of herb/spice	Indicates, with reference to the product branding, labelling or packaging the descriptive term that is used by the product manufacturer to identify the part of the herb or spice that the product comes from. (GPC attType)
20000247	type of butter	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of butter. (GPC attType)
20000253	type of feminine hygiene - tampon	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to differentiate between tampons with applicator and those without. (GPC attType)
20000254	type of adult incontinence supply	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of adult incontinence supplies. (GPC attType)
20000257	type of aftershave care	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of aftershave. (GPC attType)
20000260	type of anti-spot aid	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of anti-spot aid. (GPC attType)
20000262	type of bleaching/lightening product	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to differentiate between those bleaching/lightening products that can be used on the face or body or both. (GPC attType)
20000265	type of cleansers/cosmetics remover (non powered)	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of cleanser or cosmetic remover. (GPC attType)
20000266	type of nail cleanser/cosmetic remover	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify different types of nail cleaners or cosmetic removers. (GPC attType)
20000267	type of cleansing/washing accessories - personal	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify different types of cleansing or washing accessories. (GPC attType)
20000269	type of denture/orthodontic - care	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of denture/orthodontic care product. (GPC attType)
20000270	type of denture/orthodontic - cleansing	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of denture or orthodontic cleanser. (GPC attType)
20000273	type of depilation/epilation (non powered)	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify different types of depilation/epilation methods. (GPC attType)
